id,category,subcategory,name,type,features,openness,nais,naisuse,priority,maturity,grade,score,verify,provider,provider_group,released,released_status,url,repo_url,canonical_id,note,status,superseded_by,last_verified
AG135,코딩·연구자동화 Agent,,1GC-7RC: One Graphic Card -- Seven Research Challenges,연구논문·프로토타입,"단일 GPU 환경에서 ML 모델 설계·구현·학습을 자동으로 수행하는 AI 에이전트의 능력을 7가지 도메인(언어모델링, 이미지분류, 의미분할, 그래프학습, 표형식예측, 시계열예측, 텍스트분류)에 걸쳐 평가하는 벤치마크.",,,,중,하,후보,50,부분확인,,,2026-05-16,,http://arxiv.org/abs/2605.17046v2,,,[자동 2026-07] arxiv 수집·API 판정,active,,2026-07-20
AG136,AI 과학자·자율 연구 Agent,,SciTrace: Trajectory-Aware Safety Reasoning for Scientific Discovery Agents,연구논문·프로토타입,과학 발견 에이전트의 도구 호출 전 단계에 안전성 추론을 통합하여 복합적 해악을 방지하는 프레임워크.,,,,중,하,후보,50,부분확인,,,2026-06-06,,http://arxiv.org/abs/2606.08234v1,,,[자동 2026-07] arxiv 수집·API 판정,active,,2026-07-20
AG137,AI 과학자·자율 연구 Agent,,AIBuildAI-2,연구논문·프로토타입,"자동으로 AI 모델을 설계·구축하는 에이전트로, 과학자가 전문 AI 엔지니어링 없이 고성능 모델을 개발할 수 있도록 지원한다.",,,,중,하,후보,50,부분확인,,,2026-05-27,미발표(미래일자),http://arxiv.org/abs/2605.27873v1,,,[자동 2026-07] arxiv 수집·API 판정,active,,2026-07-20
AG138,AI 과학자·자율 연구 Agent,,EvoMaster,연구논문·프로토타입,"대규모 과학 에이전트 수행을 위해 연속적 자기진화, 가설 정제, 자기비판 능력을 갖춘 프레임워크.",,,,중,하,후보,50,부분확인,,,2026-04-19,,http://arxiv.org/abs/2604.17406v4,,,[자동 2026-07] arxiv 수집·API 판정,active,,2026-07-20
AG139,Agent 프레임워크·오케스트레이션,,ThunderAgent,연구논문·프로토타입,LLM 추론과 도구 실행을 통합 관리하여 에이전트 워크플로우의 KV 캐시 및 리소스 할당을 최적화하는 시스템,오픈소스,,,중,하,후보,50,부분확인,,,2026-02-14,미출시,http://arxiv.org/abs/2602.13692v3,,,[자동 2026-07] arxiv 수집·API 판정,active,,2026-07-20
AG140,AI 과학자·자율 연구 Agent,,SAGA (Scientific Autonomous Goal-evolving Agent),연구논문·프로토타입,과학자가 지정한 목적함수를 자동으로 설계·진화시키는 양계층 LLM 에이전트 기반 과학발견 시스템,,,,중,하,후보,50,부분확인,,,2025-12-25,,http://arxiv.org/abs/2512.21782v2,,,[자동 2026-07] arxiv 수집·API 판정,active,,2026-07-20
AG141,AI 과학자·자율 연구 Agent,,DISCOVERYWORLD,연구논문·프로토타입,과학적 발견의 전체 사이클을 수행하는 자율 에이전트 개발·평가를 위한 가상 환경 플랫폼,,,,중,하,후보,50,부분확인,,,2024-06-10,,http://arxiv.org/abs/2406.06769v2,,,[자동 2026-07] arxiv 수집·API 판정,active,,2026-07-20
AG142,AI 과학자·자율 연구 Agent,사이버보안 연구,Hephaestus: Toward a Cybersecurity AI Scientist,연구논문·프로토타입,동적 사이버보안 환경에서 보안 이벤트와 상호작용 추적을 자동으로 분석하고 디지털 트윈·사이버 레인지 환경에서 검증하는 AI 과학자,,,,중,하,후보,50,부분확인,,,2026-06-29,arxiv 프리프린트,http://arxiv.org/abs/2606.29981v1,,,[자동 2026-07] arxiv 수집·API 판정,active,,2026-07-20
AG143,AI 과학자·자율 연구 Agent,,"NanoResearch: Co-Evolving Skills, Memory, and Policy for Personalized Research Automation",연구논문·프로토타입,사용자의 리소스 구성과 방법론적 선호도에 맞게 기술·기억·정책을 진화시켜 개인화된 연구 자동화를 수행하는 LLM 기반 다중에이전트 시스템.,,,,중,하,후보,50,부분확인,,,2026-05-11,미발표(2026년 공개 예정),http://arxiv.org/abs/2605.10813v2,,,[자동 2026-07] arxiv 수집·API 판정,active,,2026-07-20
AG144,AI 과학자·자율 연구 Agent,,AutoSOTA,연구논문·프로토타입,최신 SOTA 모델의 재현성을 확보하고 반복적 실험을 통해 성능을 자동으로 개선하는 엔드-투-엔드 연구 자동화 시스템.,,,,중,하,후보,50,부분확인,,,2026-04-07,미래공개,http://arxiv.org/abs/2604.05550v2,,,[자동 2026-07] arxiv 수집·API 판정,active,,2026-07-20
AG145,AI 과학자·자율 연구 Agent,경제학·사회과학,HLER: Human-in-the-Loop Economic Research via Multi-Agent Pipelines for Empirical Discovery,연구논문·프로토타입,"경제학 실증연구를 위해 인간과 AI 에이전트가 협력하여 연구 질문 설계, 데이터 분석, 인과 추론을 수행하는 다중 에이전트 파이프라인.",,,,중,하,후보,50,부분확인,,,2026-03-08,공개예정,http://arxiv.org/abs/2603.07444v1,,,[자동 2026-07] arxiv 수집·API 판정,active,,2026-07-20
AG146,Agent 프레임워크·오케스트레이션,,DOVA: Deliberation-First Multi-Agent Orchestration for Autonomous Research Automation,연구논문·프로토타입,명시적 메타추론과 사용자 모델을 기반으로 다중 에이전트를 조율하여 복잡한 연구 작업을 자동화하는 다중 에이전트 플랫폼.,,,,중,하,후보,50,부분확인,,,2026-03-04,,http://arxiv.org/abs/2603.13327v1,,,[자동 2026-07] arxiv 수집·API 판정,active,,2026-07-20
